House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
17,Carlisle Crest,Sarah,Clarke,57,Head,Married,Female,"Scientist, research (medical)",None,Christian
17,Carlisle Crest,Conor,Clarke,57,Husband,Married,Male,Retail buyer,None,None
18,Carlisle Crest,Gemma,Nelson,50,Head,Single,Female,Art therapist,None,Christian
19,Carlisle Crest,Ann,Patel,64,Head,Married,Female,Software engineer,None,Christian
19,Carlisle Crest,Jonathan,Patel,67,Husband,Married,Male,"Engineer, agricultural",None,Christian
20,Carlisle Crest,Leonard,Potts,33,Head,Single,Male,Energy engineer,None,Methodist
20,Carlisle Crest,Lynne,Miller,31,Partner,Single,Female,Unemployed,None,Methodist
21,Carlisle Crest,Jade,Metcalfe,40,Head,Divorced,Female,Unemployed,None,Christian
21,Carlisle Crest,Stephen,Metcalfe,13,Son,,Male,Student,None,
22,Carlisle Crest,Rebecca,Willis,36,Head,Single,Female,Unemployed,None,None
22,Carlisle Crest,Liam,Vaughan,45,Lodger,Single,Male,Dramatherapist,None,None
22,Carlisle Crest,Lisa,Harris,39,Lodger,Single,Female,Veterinary surgeon,None,Christian
22,Carlisle Crest,William,Scott,39,Lodger,Single,Male,Outdoor activities/education manager,None,Catholic
23,Carlisle Crest,Nicola,White,60,Head,Single,Female,Air cabin crew,None,Methodist
23,Carlisle Crest,Conor,White,35,Son,Single,Male,Tax adviser,None,Christian
24,Carlisle Crest,Bethany,Conway,38,Head,Married,Female,"Engineer, biomedical",None,Catholic
24,Carlisle Crest,Denis,Conway,42,Husband,Married,Male,Art therapist,None,Catholic
24,Carlisle Crest,Catherine,Conway,5,Daughter,,Female,Student,None,
24,Carlisle Crest,Alex,Conway,0,Son,,Male,Child,None,
25,Carlisle Crest,Rita,Griffiths,33,Head,Single,Female,Architectural technologist,None,None
26,Carlisle Crest,Grace,Bennett,53,Head,Married,Female,"Engineer, chemical",None,Christian
26,Carlisle Crest,Kyle,Bennett,48,Husband,Married,Male,Medical technical officer,None,Christian
26,Carlisle Crest,Gavin,Bennett,12,Son,,Male,Student,None,
26,Carlisle Crest,Beth,Bennett,10,Daughter,,Female,Student,None,
26,Carlisle Crest,Vanessa,Bennett,8,Daughter,,Female,Student,None,
27,Carlisle Crest,Maria,Wilson,81,Head,Married,Female,Retired Pension scheme manager,None,None
27,Carlisle Crest,Benjamin,Wilson,83,Husband,Married,Male,Retired Environmental manager,None,None
28,Carlisle Crest,Megan,Reed,74,Head,Widowed,Female,Retired Chief Operating Officer,None,Christian
29,Carlisle Crest,Elaine,Parker,69,Head,Married,Female,Retired Art gallery manager,None,Christian
29,Carlisle Crest,Leon,Parker,70,Husband,Married,Male,Retired Nature conservation officer,None,None
30,Carlisle Crest,Lynne,Jones,40,Head,Widowed,Female,Unemployed,None,Catholic
30,Carlisle Crest,Georgina,Jones,9,Daughter,,Female,Student,None,
31,Carlisle Crest,Joanne,Harvey,56,Head,Single,Female,Neurosurgeon,None,Christian
31,Carlisle Crest,Justin,Miller,61,Partner,Single,Male,Unemployed,None,Christian
32,Carlisle Crest,Kyle,Lewis,75,Head,Divorced,Male,Retired Social researcher,None,Christian
33,Carlisle Crest,Kayleigh,Taylor,71,Head,Married,Female,Retired Personal assistant,None,Christian
33,Carlisle Crest,Allan,Taylor,69,Husband,Married,Male,"Retired Engineer, civil (contracting)",None,None
34,Carlisle Crest,Pauline,Johnson,61,Head,Single,Female,Prison officer,None,Catholic
34,Carlisle Crest,Nicholas,Robinson,31,None,Single,Male,Commercial horticulturist,None,None
35,Carlisle Crest,Hollie,Stevens,45,Head,Married,Female,Colour technologist,None,None
35,Carlisle Crest,Shaun,Stevens,48,Husband,Married,Male,"Presenter, broadcasting",None,None
35,Carlisle Crest,Amy,Stevens,8,Daughter,,Female,Student,None,
35,Carlisle Crest,Victor,Stevens,8,Son,,Male,Student,None,
36,Carlisle Crest,Naomi,Murray,56,Head,Divorced,Female,Diagnostic radiographer,None,Catholic
36,Carlisle Crest,Lorraine,Murray,27,Daughter,Single,Female,Consulting civil engineer,None,Catholic
36,Carlisle Crest,Jean,Murray,26,Daughter,Single,Female,Unemployed,None,Catholic
36,Carlisle Crest,Christine,Murray,25,Daughter,Single,Female,Systems developer,None,Catholic
36,Carlisle Crest,Tina,Murray,22,Daughter,Divorced,Female,University Student,None,Catholic
37,Carlisle Crest,Jason,Fletcher,44,Head,Single,Male,Building services engineer,None,None
38,Carlisle Crest,Rebecca,Lee,39,Head,Married,Female,Corporate treasurer,None,Catholic
38,Carlisle Crest,Victor,Lee,39,Husband,Married,Male,"Secretary, company",None,None
38,Carlisle Crest,Sam,Lee,13,Adopted Son,,Male,Student,None,
38,Carlisle Crest,Teresa,Lee,13,Daughter,,Female,Student,None,
38,Carlisle Crest,Toby,Lee,9,Son,,Male,Student,None,
39,Carlisle Crest,Rosemary,Bennett,57,Head,Married,Female,Media buyer,None,Christian
39,Carlisle Crest,Leonard,Bennett,57,Husband,Married,Male,Community pharmacist,Unknown Infection,Christian
40,Carlisle Crest,Max,Lawrence,48,Head,Single,Male,Geophysicist/field seismologist,None,Methodist
41,Carlisle Crest,Georgina,Hussain,32,Head,Married,Female,Merchant navy officer,None,None
41,Carlisle Crest,Terry,Hussain,34,Husband,Married,Male,Gaffer,None,None
42,Carlisle Crest,Pauline,Berry,40,Head,Married,Female,Health physicist,None,Methodist
42,Carlisle Crest,Denis,Berry,42,Husband,Married,Male,"Engineer, land",None,Methodist
42,Carlisle Crest,Charlotte,Berry,11,Adopted Daughter,,Female,Student,None,
43,Carlisle Crest,Geoffrey,Clark,66,Head,Married,Male,Chiropractor,None,None
43,Carlisle Crest,Dorothy,Clark,59,Wife,Married,Female,Commercial horticulturist,None,None
44,Carlisle Crest,Naomi,Knowles,50,Head,Married,Female,Facilities manager,None,Christian
44,Carlisle Crest,Rhys,Knowles,52,Husband,Married,Male,Archivist,None,Christian
44,Carlisle Crest,Kerry,Knowles,22,Daughter,Single,Female,University Student,None,Christian
44,Carlisle Crest,Kevin,Knowles,1,Son,,Male,Child,None,
45,Carlisle Crest,Allan,Harding,30,Head,Single,Male,Rural practice surveyor,None,None
45,Carlisle Crest,Kathryn,May,24,Partner,Single,Female,Advertising copywriter,None,None
46,Carlisle Crest,Kathryn,Williams,25,Head,Divorced,Female,Plant breeder/geneticist,None,Methodist
46,Carlisle Crest,Lawrence,Bennett,52,Lodger,Single,Male,Radiation protection practitioner,None,None
47,Carlisle Crest,Hugh,Jenkins,65,Head,Married,Male,Unemployed,None,None
47,Carlisle Crest,Vanessa,Jenkins,63,Wife,Married,Female,Television floor manager,None,None
47,Carlisle Crest,Hazel,Jenkins,22,Adopted Daughter,Single,Female,University Student,None,None
48,Carlisle Crest,Rebecca,Stephens,39,Head,Married,Female,Media buyer,None,None
48,Carlisle Crest,Phillip,Stephens,41,Husband,Married,Male,Camera operator,Physical Disability,None
48,Carlisle Crest,Gerard,Stephens,17,Son,,Male,Student,None,
49,Carlisle Crest,Nigel,Jones,21,Head,Married,Male,University Student,None,Catholic
49,Carlisle Crest,Lynne,Jones,19,Wife,Married,Female,University Student,None,Catholic
50,Carlisle Crest,Howard,James,29,Head,Married,Male,"Sales professional, IT",None,Muslim
50,Carlisle Crest,Laura,James,24,Wife,Married,Female,Mudlogger,None,Muslim
51,Carlisle Crest,Timothy,Hudson,33,Head,Married,Male,Environmental consultant,None,Catholic
51,Carlisle Crest,Maureen,Hudson,31,Wife,Married,Female,Insurance broker,None,Catholic
52,Carlisle Crest,Jacqueline,Williams,78,Head,Widowed,Female,Retired Veterinary surgeon,None,Christian
53,Carlisle Crest,Jacqueline,Hill,77,Head,Divorced,Female,Retired Ranger/warden,None,None
53,Carlisle Crest,Derek,Hill,40,Son,Single,Male,Chiropractor,None,None
54,Carlisle Crest,Barry,Reid,69,Head,Widowed,Male,Retired Call centre manager,None,None
1,Obelisk Avenue,Karen,Bowen,41,Head,Married,Female,"Psychologist, prison and probation services",None,Catholic
1,Obelisk Avenue,Bryan,Bowen,50,Husband,Married,Male,Data scientist,None,Catholic
1,Obelisk Avenue,Lynne,Bowen,22,Daughter,Widowed,Female,University Student,None,None
1,Obelisk Avenue,Debra,Bowen,21,Daughter,Single,Female,University Student,None,Catholic
1,Obelisk Avenue,Nicholas,Bowen,5,Son,,Male,Student,None,
2,Obelisk Avenue,Kerry,Anderson,48,Head,Single,Female,Education administrator,None,Methodist
2,Obelisk Avenue,Anthony,Holmes,52,None,Single,Male,"Sound technician, broadcasting/film/video",None,None
2,Obelisk Avenue,Ashley,Wells,61,None,Single,Male,Ship broker,None,Catholic
2,Obelisk Avenue,Tom,Thomas,29,None,Single,Male,Publishing rights manager,None,None
2,Obelisk Avenue,Amber,Morris,52,None,Single,Female,Mudlogger,None,Catholic
3,Obelisk Avenue,Bryan,Mason,43,Head,Divorced,Male,"Merchandiser, retail",None,None
3,Obelisk Avenue,James,Mason,42,Cousin,Single,Male,"Engineer, biomedical",None,None
3,Obelisk Avenue,Gerard,Mason,51,Cousin,Divorced,Male,Ergonomist,None,None
3,Obelisk Avenue,Lynn,Thompson,48,Cousin,Divorced,Female,Maintenance engineer,None,None
3,Obelisk Avenue,Brett,Khan-Thompson,56,Cousin,Single,Male,Minerals surveyor,None,None
4,Obelisk Avenue,Christian,Bray,83,Head,Widowed,Male,Retired Financial controller,None,Christian
5,Obelisk Avenue,Kirsty,Young,54,Head,Married,Female,"Pharmacist, hospital",None,Christian
5,Obelisk Avenue,Benjamin,Young,56,Husband,Married,Male,Chief Strategy Officer,None,Christian
5,Obelisk Avenue,Edward,Young,22,Son,Single,Male,"Pharmacist, community",None,Christian
5,Obelisk Avenue,Beverley,Young,18,Daughter,Single,Female,Student,None,None
5,Obelisk Avenue,Bernard,Young,14,Son,,Male,Student,None,
6,Obelisk Avenue,Mary,Clark,34,Head,Married,Female,"Editor, magazine features",None,Catholic
6,Obelisk Avenue,Glenn,Clark,40,Husband,Married,Male,Market researcher,None,Catholic
6,Obelisk Avenue,Sandra,Clark,5,Daughter,,Female,Student,None,
7,Obelisk Avenue,Andrea,Russell,48,Head,Single,Female,Operations geologist,None,Christian
8,Obelisk Avenue,Gemma,Miller,57,Head,Married,Female,Energy manager,None,Christian
8,Obelisk Avenue,Denis,Miller,58,Husband,Married,Male,"Editor, film/video",None,None
8,Obelisk Avenue,Mitchell,Miller,25,Son,Single,Male,Translator,None,Christian
9,Obelisk Avenue,Alan,Baker,49,Head,Married,Male,Medical technical officer,None,Catholic
9,Obelisk Avenue,Jane,Baker,52,Wife,Married,Female,Horticultural consultant,None,Catholic
9,Obelisk Avenue,Howard,Baker,15,Son,,Male,Student,None,
10,Obelisk Avenue,Wendy,Jones,42,Head,Divorced,Female,Actuary,None,None
11,Obelisk Avenue,Jenna,Burgess,46,Head,Single,Female,Toxicologist,None,Catholic
11,Obelisk Avenue,Charles,Bevan,51,Partner,Single,Male,Information systems manager,None,Catholic
11,Obelisk Avenue,Hugh,Burgess,9,Son,,Male,Student,None,
12,Obelisk Avenue,Shaun,White,27,Head,Single,Male,Unemployed,None,Muslim
12,Obelisk Avenue,Natalie,Cox,26,Partner,Single,Female,"Geologist, wellsite",None,Muslim
12,Obelisk Avenue,Joan,White,2,Daughter,,Female,Child,None,
13,Obelisk Avenue,Lynne,Simpson,67,Head,Widowed,Female,English as a second language teacher,None,Christian
13,Obelisk Avenue,Christian,Simpson,40,Son,Single,Male,Contractor,None,Christian
13,Obelisk Avenue,Tracy,Simpson,39,Daughter,Divorced,Female,Health and safety inspector,None,Christian
14,Obelisk Avenue,Joanne,Bennett-Bond,41,Head,Married,Female,Unemployed,None,None
14,Obelisk Avenue,Russell,Bennett-Bond,43,Husband,Married,Male,Community education officer,None,None
14,Obelisk Avenue,Andrea,Bennett-Bond,12,Daughter,,Female,Student,None,
15,Obelisk Avenue,Hollie,Ward,38,Head,Married,Female,Technical author,None,Catholic
15,Obelisk Avenue,James,Ward,44,Husband,Married,Male,Secretary/administrator,None,Catholic
15,Obelisk Avenue,Hollie,Ward,11,Daughter,,Female,Student,None,
16,Obelisk Avenue,Douglas,Hughes,56,Head,Married,Male,Planning and development surveyor,None,Christian
16,Obelisk Avenue,Hazel,Hughes,56,Wife,Married,Female,Politician's assistant,None,Christian
17,Obelisk Avenue,Lydia,Brown,33,Head,Single,Female,Intelligence analyst,None,Catholic
17,Obelisk Avenue,Hannah,Cunningham,52,None,Single,Female,Retail banker,None,Christian
17,Obelisk Avenue,Yvonne,Baker,62,None,Single,Female,Investment analyst,None,Christian
17,Obelisk Avenue,Pamela,Barton,23,None,Single,Female,Radiation protection practitioner,None,None
18,Obelisk Avenue,Irene,Barker,43,Head,Single,Female,"Administrator, arts",None,Methodist
18,Obelisk Avenue,Jamie,Barker,10,Son,,Male,Student,None,
19,Obelisk Avenue,Julie,Storey,51,Head,Married,Female,"Accountant, chartered public finance",None,Catholic
19,Obelisk Avenue,Stanley,Storey,50,Husband,Married,Male,"Therapist, speech and language",None,Catholic
19,Obelisk Avenue,Nicola,Storey,12,Daughter,,Female,Student,None,
19,Obelisk Avenue,Garry,Storey,12,Son,,Male,Student,None,
20,Obelisk Avenue,Fiona,Barlow,65,Head,Married,Female,Forensic scientist,None,Christian
20,Obelisk Avenue,Vincent,Barlow,70,Husband,Married,Male,"Retired Sales professional, IT",None,Christian
20,Obelisk Avenue,Jenna,Barlow,30,Daughter,Single,Female,"Engineer, drilling",None,Christian
21,Obelisk Avenue,Georgia,Clarke,41,Head,Divorced,Female,"Engineer, land",None,Christian
21,Obelisk Avenue,Laura,Moore-Clarke,18,Daughter,Single,Female,Student,None,None
21,Obelisk Avenue,Amelia,Moore-Clarke,16,Daughter,,Female,Student,None,
22,Obelisk Avenue,Holly,Murphy,27,Head,Single,Female,Dietitian,None,None
22,Obelisk Avenue,Norman,Dean,29,Partner,Single,Male,Clinical cytogeneticist,None,None
22,Obelisk Avenue,Patrick,Murphy,4,Son,,Male,Child,None,
22,Obelisk Avenue,David,Murphy,0,Son,,Male,Child,None,
23,Obelisk Avenue,Linda,Patel,39,Head,Married,Female,Speech and language therapist,None,Methodist
23,Obelisk Avenue,Vincent,Patel,40,Husband,Married,Male,Naval architect,None,Methodist
23,Obelisk Avenue,Lynda,White,53,Cousin,Single,Female,Printmaker,None,Christian
23,Obelisk Avenue,Duncan,Clark,32,Lodger,Single,Male,"Nurse, children's",None,None
23,Obelisk Avenue,Molly,Wright,44,Lodger,Divorced,Female,Information officer,None,None
24,Obelisk Avenue,Carol,Johnson,42,Head,Widowed,Female,Unemployed,None,Christian
24,Obelisk Avenue,Lucy,Johnson,11,Daughter,,Female,Student,None,
25,Obelisk Avenue,Shannon,Clarke,46,Head,Widowed,Female,"Engineer, aeronautical",None,Christian
25,Obelisk Avenue,Daniel,Clarke,6,Son,,Male,Student,None,
25,Obelisk Avenue,Katherine,Clarke,6,Daughter,,Female,Student,None,
25,Obelisk Avenue,Kim,Clarke,2,Daughter,,Female,Child,None,
25,Obelisk Avenue,Lisa,Clarke,0,Daughter,,Female,Child,None,
26,Obelisk Avenue,Carolyn,Bond,51,Head,Married,Female,"Engineer, maintenance",None,Christian
26,Obelisk Avenue,Dale,Bond,57,Husband,Married,Male,Interior and spatial designer,None,Christian
26,Obelisk Avenue,Bryan,Bond,19,Son,Single,Male,University Student,None,None
1,Dumnonia Road,Valerie,Walker,35,Head,Single,Female,Tour manager,None,Catholic
1,Dumnonia Road,Helen,Hopkins,31,None,Single,Female,Structural engineer,None,None
1,Dumnonia Road,Leanne,Holloway,42,None,Single,Female,Control and instrumentation engineer,None,Methodist
2,Dumnonia Road,Jamie,Alexander,66,Head,Married,Male,Unemployed,None,None
2,Dumnonia Road,Patricia,Alexander,66,Wife,Married,Female,Broadcast journalist,None,None
2,Dumnonia Road,Sophie,Taylor,52,None,Married,Female,"Development worker, community",None,Catholic
2,Dumnonia Road,Lewis,Taylor,50,None,Married,Male,Financial controller,None,Catholic
2,Dumnonia Road,Diane,Taylor,27,None,Single,Female,Media buyer,None,Catholic
2,Dumnonia Road,Daniel,Taylor,25,None,Divorced,Male,Public relations officer,None,Catholic
2,Dumnonia Road,Eric,Taylor,17,None,,Male,Student,None,
3,Dumnonia Road,Jennifer,Gibbons,87,Head,Widowed,Female,Retired Advertising art director,None,Catholic
4,Dumnonia Road,Dorothy,Curtis,48,Head,Married,Female,Unemployed,None,Christian
4,Dumnonia Road,Karl,Curtis,49,Husband,Married,Male,Special educational needs teacher,None,None
4,Dumnonia Road,Leon,Curtis,25,Son,Single,Male,"Engineer, manufacturing systems",None,None
4,Dumnonia Road,Jade,Curtis,23,Daughter,Single,Female,"Surveyor, rural practice",None,None
5,Dumnonia Road,Samantha,Fry,63,Head,Married,Female,Meteorologist,None,Methodist
5,Dumnonia Road,Brian,Fry,57,Husband,Married,Male,Software engineer,None,Methodist
5,Dumnonia Road,Amanda,Donnelly,5,Granddaughter,,Female,Student,None,
6,Dumnonia Road,Hayley,Norton,44,Head,Single,Female,Unemployed,None,None
6,Dumnonia Road,Connor,Goodwin-Norton,9,Son,,Male,Student,None,
6,Dumnonia Road,Grace,Goodwin-Norton,8,Daughter,,Female,Student,None,
